row_id,id,title,year,abstract
6001,US-11541763-B2,Hybrid energy storage system optimization strategy with intelligent adaptive control ,2020,"A control system implementing a hybrid energy storage system (ESS) optimization strategy is disclosed. The hybrid ESS optimization strategy may be implemented in a machine that comprises a power system that includes a plurality of power sources and a power controller that includes one or more processors. The power controller may receive information related to a set of brake-specific fuel consumption (BSFC) maps associated with the plurality of power sources, determine a performance indicator using a cost function associated with the plurality of power sources, and generate a command to operate the power system based on a power distribution that minimizes an energy cost to operate the power system based on the information related to the set of BSFC maps, the performance indicator, and a load associated with the power system."
6002,US-11470201-B2,Systems and methods for providing real time assistance to voice over internet protocol (VOIP) users ,2020,"Systems and methods are provided that may be implemented in a real time manner by an information handling system (the “client system”) to monitor one or more characteristics of a voice over internet protocol (VOIP) discussion, to use these monitored VOIP characteristics to identify one or more condition/s in real time as they are identified to occur during the current VOIP discussion, and to determine to take one or more automatic actions based on the identified VOIP condition/s so as to inform and/or alert a current human user of the client system to the occurrence of the identified VOIP condition/s as they occur."
6003,US-11645206-B2,Distributed memory-augmented neural network architecture ,2020,"A method for using a distributed memory device in a memory augmented neural network system includes receiving, by a controller, an input query to access data stored in the distributed memory device, the distributed memory device comprising a plurality of memory banks. The method further includes determining, by the controller, a memory bank selector that identifies a memory bank from the distributed memory device for memory access, wherein the memory bank selector is determined based on a type of workload associated with the input query. The method further includes computing, by the controller and by using content based access, a memory address in the identified memory bank. The method further includes generating, by the controller, an output in response to the input query by accessing the memory address."
6004,US-11961385-B2,"Hand hygiene device, system, and method ",2020,"In one embodiment, a process may obtain sensor data associated with a motion event captured by a wearable device. The process may identify, using the sensor data as input to one or more machine learning-based classifiers, a hand hygiene protocol associated with the motion event. The process may recognize, from the sensor data associated with the motion event, a deviation from a step of the hand hygiene protocol. The process may provide, based on recognizing the deviation, remediation instructions to achieve compliance with the step of the hand hygiene protocol."
6005,US-11915138-B2,Method and device for reducing a size of a neural network model ,2020,"Methods and apparatus for reducing a size of a neural network model, the method including: compressing data of the neural network model; identifying structure information of a vector register, wherein the structure information includes a number of registers included in the vector register; comparing a number of elements in the compressed data with a first condition, wherein the first condition is determined based on the number of registers in the vector register; and in response to the number of elements satisfying the first condition, associating the compressed data with the vector register to enable loading the compressed data to the vector register."
6006,US-11734559-B2,Automated structured textual content categorization accuracy with neural networks ,2020,"To provide automated categorization of structured textual content individual nodes of textual content, from a document object model encapsulation of the structured textual content, have a multidimensional vector associated with them, where the values of the various dimensions of the multidimensional vector are based on the textual content in the corresponding node, the visual features applied or associated with the textual content of the corresponding node, and positional information of the textual content of the corresponding node. The multidimensional vectors are input to a neighbor-imbuing neural network. The enhanced multidimensional vectors output by the neighbor-imbuing neural network are then be provided to a categorization neural network. The resulting output can be in the form of multidimensional vectors whose dimensionality is proportional to categories into which the structured textual content is to be categorized. A weighted merge takes into account multiple nodes that are grouped together."
6007,US-11989747-B2,Smart feedback system ,2020,"Methods and systems are used for providing a traveling avatar in a smart feedback system (SFS). As an example, a user associated with a first interaction with the SFS from a first device at a first location is identified. A first visualization of a personalized avatar associated with the user is provided to the first device. A first personalized feedback request is provided to the first device during the first visualization. First feedback of the user captured by the first device is received in response to the first personalized feedback request. The user associated with a second interaction with the SFS from a second device at the first location is identified. A second visualization of the personalized avatar is provided to the second device. A second personalized feedback request is provided to the second device. Second feedback of the user captured by the second device is received."
6008,US-11995891-B2,Computer program and method for training artificial neural network model based on time-series biosignal ,2020,"Disclosed is a computer program stored in a computer-readable storage medium for achieving the above-described objects. When the computer program is executed by one or more processors, the computer program causes the one or more processors to perform the following operations of generating video data for diagnosing a health condition and a pathological symptom on the basis of a biosignal. The operations include receiving a biosignal of a user, preprocessing the biosignal to generate a plurality of pieces of video sub-data, and selecting at least two of the plurality of pieces of video sub-data to generate one or more pieces of video data."
6009,US-11531131-B2,Seismic interpretation using flow fields ,2020,"A method for modeling a subsurface volume includes receiving a plurality of ordered seismic images including representations of objects in the subsurface volume, generating flow fields based on a difference between individual images of the plurality of ordered seismic images, and identifying the objects in the seismic images based on the flow fields and the plurality of ordered seismic images."
6010,US-10713493-B1,4D convolutional neural networks for video recognition ,2020,"This disclosure includes technologies for video recognition in general. The disclosed system can automatically detect various types of actions in a video, including reportable actions that cause shrinkage in a practical application for loss prevention in the retail industry. The temporal evolution of spatio-temporal features in the video are used for action recognition. Such features may be learned via a 4D convolutional operation, which is adapted to model low-level features based on a residual 4D block. Further, appropriate responses may be invoked if a reportable action is recognized."
6011,US-11099396-B2,Depth map re-projection based on image and pose changes ,2020,"A method implemented by an extended reality (XR) display device includes rendering a current image frame received from an external electronic device associated with the XR display device. The current image frame is associated with a current pose of the XR display device. The method further includes receiving an updated image frame from the external electronic device, calculating an updated pose based on one or more characteristics of the updated image frame, and determining whether the updated pose is within a pose range with respect to the current pose. The method thus further includes re-rendering, on one or more displays of the XR display device, a previous image frame based on whether the current pose is determined to be within the pose range."
6012,US-11521479-B2,Fire warning system and devices ,2020,"Various embodiments include a fire detection system (FDS) device and methods for operating an FDS device to detect a potential fire and communicate information regarding fire detection events to a central fire detection system via a wireless communication network. Various embodiments include receiving information from one or more sensors configured to detect an indication of a possible fire, determining whether information received from the one or more sensors satisfy one or more threshold criteria indicative of a fire event, generating a fire warning message comprising a fire alarm object in response to determining that the information received from the one or more sensors satisfy one or more threshold criteria indicative of a fire event, and sending the generated fire warning message to a remote server via a communication network."
6013,US-11782681-B1,Providing resolution suggestions in a program development tool ,2020,"User interactions and states of a program development tool utilized to develop an application are tracked. Input features associated with the tracked user interactions and the states are provided to a trained machine learning model to determine a prediction result associated with whether a user is likely unable to proceed in the development of the application and likely needs assistance. In response to a determination that the prediction result at least meets a threshold, one or more resolution suggestions are automatically provided. The one or more resolution suggestions is at least one of: automatically selected based on at least a portion of the tracked user interactions and states, or automatically selected based at least in part the prediction result."
6014,US-11947928-B2,Multi-die dot-product engine to provision large scale machine learning inference applications ,2020,"Systems and methods are provided for a multi-die dot-product engine (DPE) to provision large-scale machine learning inference applications. The multi-die DPE leverages a multi-chip architecture. For example, a multi-chip interface can include a plurality of DPE chips, where each DPE chip performs inference computations for performing deep learning operations. A hardware interface between a memory of a host computer and the plurality of DPE chips communicatively connects the plurality of DPE chips to the memory of the host computer system during an inference operation such that the deep learning operations are spanned across the plurality of DPE chips. Due to the multi-die architecture, multiple silicon devices are allowed to be used for inference, thereby enabling power-efficient inference for large-scale machine learning applications and complex deep neural networks. The multi-die DPE can be used to build a multi-device DNN inference system performing specific applications, such as object recognition, with high accuracy."
6015,US-11521595-B2,End-to-end multi-talker overlapping speech recognition ,2020,"A method for training a speech recognition model with a loss function includes receiving an audio signal including a first segment corresponding to audio spoken by a first speaker, a second segment corresponding to audio spoken by a second speaker, and an overlapping region where the first segment overlaps the second segment. The overlapping region includes a known start time and a known end time. The method also includes generating a respective masked audio embedding for each of the first and second speakers. The method also includes applying a masking loss after the known end time to the respective masked audio embedding for the first speaker when the first speaker was speaking prior to the known start time, or applying the masking loss prior to the known start time when the first speaker was speaking after the known end time."
