row_id,id,title,year,abstract
3001,US-9268878-B2,Entity category extraction for an entity that is the subject of pre-labeled data ,2010,"Summaries of entities (e.g., people, places, things, concepts, etc.) may provide additional useful information to user. For example, a search engine may provide a summary of an entity within search results. A category (e.g., “writer”, “politician”, etc.) of the entity that is short and concise may be advantageous to provide within a summary of the entity. The category may allow a user to quickly determine whether the information of the entity relates to the intended entity (e.g., search results of an entity as “a writer” vs. search results of an entity as “a politician”). Potential categories and summary text may be extracted from pre-labeled data. The potential categories and summary text may be intersected to determine a set of candidate categories that may be ranked. An entity category having a desired ranked may be determined as the entity category that describes the entity in a desired way."
3002,US-8903798-B2,Real-time annotation and enrichment of captured video ,2010,"An annotation suggestion platform may comprise a client and a server, where the client captures a media object and sends the captured object to the server, and the server provides a list of suggested annotations for a user to associate with the captured media object. The user may then select which of the suggested metadata is to be associated or stored with the captured media. In this way, a user may more easily associate metadata with a media object, facilitating the media object's search and retrieval. The server may also provide web page links related to the captured media object. A user interface for the annotation suggestion platform is also described herein, as are optimizations including indexing and tag propagation."
3003,US-10244410-B2,Tail optimization protocol for cellular radio resource allocation ,2010,"Power and resource efficiency of a mobile network device are increased. In one aspect, a tail optimization protocol (TOP) enables cooperation between a mobile device and an associated radio access network to eliminate idle periods (e.g., tails) when possible. Various systems and methods described herein can leverage the ability of applications and/or their associated connections to accurately predict a long tail time, from which a mobile device can notify an associated cellular network on such an imminent tail in order to allow the cellular network to immediately release tail resources. Various other aspects provided herein realize TOP via fast dormancy and/or other similar notification mechanisms, which enable a handset or other device to notify a cellular network for immediate resource release."
3004,US-8255786-B1,Including hyperlinks in a document ,2010,"Techniques for including a hyperlink in a document is disclosed. A document is received via a communications interface. An entity pair is determined by a processor. The entity pair includes a concept included in a concept taxonomy and a textual representation included in the document. As output, a hyperlink is provided."
3005,US-9402565-B2,Method and system for analyzing craniofacial complex images ,2010,"In a method of analysis, a target image is registered to define a plurality of keypoints arranged in sets corresponding to polygons or linear segments in the target image. A database of registered and annotated images is accessed and a polygon-wise comparison between the target image and each database image is employed. The comparison is used for projecting annotated locations from the database images into the target image."
3006,US-8719007-B2,Determining offer terms from text ,2010,"Systems, methods, and machine readable and executable instructions are provided for determining offer terms from text. A method for determining offer terms from text can include mapping keywords to a domain of a procurement event, and receiving, to a computing device, an offer text associated with the procurement event. Event-specific entities are identified, by the computing device, in the offer text. The computing device determines the domain of the procurement event from the identified event-specific entities, and using the mapped keywords corresponding to the determined domain, determines offer components from the offer text, extracts offer parameters from the offer text, and constructs the offer structure using the identified event-specific entities, derived offer components, and extracted offer parameters."
3007,US-10373713-B1,System and method for pharmaceutical transactions ,2010,"A system and method is disclosed for facilitating transactions involving pharmaceutical products. The system can be particularly useful for independent pharmacies, allowing them to resell pharmaceuticals that would otherwise likely expire before being used. The system can be highly automated and highly customized."
3008,US-8424072-B2,Behavior-based security system ,2010,"Described herein are techniques for operating a security server to determine behavioral profiles for entities in a network and to detect attacks or unauthorized traffic in a network based on those behavioral profiles. In one technique, a behavioral profile may be generated based on requests for security operations to be performed that are received at a security server from an entity in a network. The behavioral profile may be generated using learning techniques, including artificial intelligence techniques such as neural networks. When the security server receives from an entity one or more requests for security operations to be performed, the security server may compare properties of the requests to the behavioral profile for the entity and properties of requests commonly sent by the entity. The security server may determine a similarity score indicating how similar the request are to the behavioral profile and to requests commonly received from the entity."
3009,US-8370157-B2,Aircraft speech recognition and voice training data storage and retrieval methods and apparatus ,2010,"A speech recognition system and a personal speech profile data (PSPD) storage device that is physically distinct from the speech recognition system are provided. In the speech recognition system, a PSPD interface receives voice training data, which is associated with an individual and the operating conditions of an aircraft, from the PSPD storage device. A speech input module produces a digital speech signal derived from an utterance made by a system user. A speech processing module accesses voice training data stored on the PSPD storage device through the PSPD interface, and executes a speech processing algorithm that analyzes the digital speech signal using the voice training data, in order to identify one or more recognized terms from the digital speech signal. A command processing module initiates execution of various applications based on the recognized terms. Embodiments may be implemented in various types of host systems, including an aircraft cockpit-based system."
3010,US-9187984-B2,Methods and systems for machine-learning based simulation of flow ,2010,"There is provided a method for modeling a hydrocarbon reservoir that includes generating a reservoir model that has a plurality of coarse grid cells. A plurality of fine grid models is generated, wherein each fine grid model corresponds to one of the plurality of coarse grid cells that surround a flux interface. The method also includes simulating the plurality of fine grid models using a training simulation to obtain a set of training parameters, including a potential at each coarse grid cell surrounding the flux interface and a flux across the flux interface. A machine learning algorithm is used to generate a constitutive relationship that provides a solution to fluid flow through the flux interface. The method also includes simulating the hydrocarbon reservoir using the constitutive relationship and generating a data representation of a physical hydrocarbon reservoir in a non-transitory, computer-readable medium based on the results of the simulation."
