row_id,id,title,year,abstract
5501,US-10598401-B2,"Controller, method and computer program product using a neural network for adaptively controlling an environmental condition in a building ",2018,"Environmental condition controller and method for controlling an environmental condition in an area of a building. The controller stores a predictive model generated by a neural network training engine, and a previously calculated environmental condition adjustment value (yn−1). The controller receives an environmental condition target value (xref), and an environmental condition measured value (x). The controller recursively calculates an environmental condition adjustment value (yn) by executing a neural network inference engine using the predictive model for inferring the environmental condition adjustment value (yn) based on the previously calculated environmental condition adjustment value (yn−1), the environmental condition target value (xref), the environmental condition measured value (x), and an adaptive proportionality value (k). The controller also generates and transmits a command based on the environmental condition adjustment value (yn). The controller further stores the calculated environmental condition adjustment value (yn) as the previously calculated environmental condition adjustment value (yn−1)."
5502,US-10902681-B2,Method and system for displaying a virtual object ,2018,"A system for displaying a virtual object includes a display device for displaying an environment; a video camera, where the video camera is operable to capture a video image of an area of a user's environment, the size of the area in the video image being larger than the size of the area of the environment viewable at the display device; a motion predictor operable to predict a motion of the camera; a scene processor operable to identify and process a portion of the captured video image that corresponds to an area of the environment that is expected to be made viewable at the display device, as a result of the predicted motion; an image generator configured to receive an input from the scene processor, and in response thereto, generate a virtual object for display at the display device; and where the image generator is configured to output the virtual object for display in response to a detection of the predicted motion."
5503,US-10846453-B1,Generating interrelated path groups by using machine learning ,2018,"Techniques and systems for generating path groups for a set of violating timing path end-points in an integrated circuit (IC) design are described. Some embodiments can determine a set of attribute values for each violating timing path end-point in a set of violating timing path end-points. Next, the embodiments can use an unsupervised machine learning clustering technique to determine a set of clusters by using the attribute values. The embodiments can then generate a path group for each cluster, wherein the path group includes violating timing path end-points that belong to the cluster."
5504,US-11537933-B2,Using machine learning to estimate or forecast resource use with time-varying demand in gaming platforms ,2018,"A method and system is disclosed for training a machine learning model by generating first training input that includes a first number of reports at a first point in time. The reports are submitted by the users of the gaming platform and identify incidents where content of the gaming platform violates a policy of use associated with the gaming platform. The method and system generates second training input including a number of resources active at the first point in time. The method and system generates first target output identifies a number of resources sufficient to evaluate the target percentage of the first number of reports. The method and system provide the training data to train the machine learning model on (i) a set of training inputs comprising the first training input and the second training input, and (ii) a set of target outputs comprising the first target output."
5505,US-11741372-B2,Prediction-correction approach to zero shot learning ,2018,"Approaches to zero-shot learning include partitioning training data into first and second sets according to classes assigned to the training data, training a prediction module based on the first set to predict a cluster center based on a class label, training a correction module based on the second set and each of the class labels in the first set to generate a correction to a cluster center predicted by the prediction module, presenting a new class label for a new class to the prediction module to predict a new cluster center, presenting the new class label, the predicted new cluster center, and each of the class labels in the first set to the correction module to generate a correction for the predicted new cluster center, augmenting a classifier based on the corrected cluster center for the new class, and classifying input data into the new class using the classifier."
5506,US-11989877-B2,Method and system for analysing images of a retina ,2018,"Provided is a method and system for analysing images of a retina captured by an Optical Coherence Tomography (OCT) scanner. In some examples, an image of a retina of a patient from an OCT scanner is received; boundaries between layers are segmented for each of the pixels; the layers are determined using the segmented boundaries; regions of pathology are segmented for each of the pixels; a location of the regions of pathology are determined with respect to the determined layers using the segmented regions; the regions of pathology are determined using the segmented regions and the determined location of the regions; a property of the regions of pathology are determined using the segmented regions; results of determinations of the regions of pathology and the property of the regions to derive an assessment are analysed; and the assessment are output."
5507,US-11100358-B2,"Method, artificial neural network, device, computer program and machine-readable memory medium for the semantic segmentation of image data ",2018,"A method for the calculation resource-saving semantic segmentation of image data of an imaging sensor with an artificial neural network, in particular, of a convolutional neural network, the artificial neural network including an encoder path, a decoder path (and a skip component), including: initial connection (merge) of an input tensor to a skip tensor with an initial connection (merge) function/connection instruction to obtain a merged tensor, the input tensor and the skip tensor being dependent on the image data; application of a function of a neural network, in particular, of a convolution to the merged tensor to obtain a proof reader tensor; second connection (merge) of the proof reader tensor to the input tensor with a second connection (merge) function/connection instruction to obtain an output tensor; outputting the output tensor to the decoder path of the artificial neural network."
5508,US-11699083-B2,"Swarm system including an operator control section enabling operator input of mission objectives and responses to advice requests from a heterogeneous multi-agent population including information fusion, control diffusion, and operator infusion agents that controls platforms, effectors, and sensors ",2018,"Systems and methods are provided relating to a complex adaptive command guided swarm system including an operator section comprising a first command and control section and a plurality of networked swarm of semi-autonomously agent controlled system of systems platforms (SAASoSPs). The first command and control section includes a user interface, computer system, network interface, and plurality of command and control systems executed or running on the computer system. The networked SAASoSPs each include a second command and control section, wherein the second command and control section utilizes artificial intelligence (AI) configured with a combination of both symbolic and probabilistic machine learning for various functions including pattern recognition and new pattern identification. The AI is also configured to combine advice-based learning with active learning, wherein the AI solicits advice from a domain expert user via the first command and control section as necessary during both training and operational stages of the system."
5509,US-11129082-B2,"Method of route construction of UAV network, UAV and storage medium thereof ",2018,"A method of route construction of an unmanned aerial vehicle (UAV) network includes: obtaining transmission information of the UAV network; determining a relay set from the UAV network based on the transmission information; wherein, the relay set includes at least one UAV; determining environment state parameters according to the transmission information and the information of the relay set; inputting the environment state parameters into a Deep Q-Learning network (DQN) to obtain an accumulated reward corresponding to each UAV; and selecting a UAV with the largest accumulated reward as a target UAV. This disclosure also discloses a UAV and computer readable storage medium that can be used to construct routes for a UAV network."
5510,US-12039074-B2,"Methods, personal data analysis system for sensitive personal information detection, linking and purposes of personal data usage prediction ",2018,"Systems and methods for personal data classification, linkage and purpose of processing prediction are provided. The system for personal data classification includes an entity extraction module for extracting personal data from one or more data repositories in a computer network or cloud infrastructure, a linkage module coupled to the entity extraction module, a linkage module coupled to the entity extraction module and a processing prediction module. The entity extraction module performs entity recognition from the structured, semi-structured and unstructured records in the one or more data repositories. The linkage module uses graph-based methodology to link the personal data to one or more individuals. And the purpose prediction module includes a feature extraction module a purpose of processing prediction module, wherein the feature extraction module extracts both context features and record's features from records in the one or more data repositories, and the purpose of processing prediction module predicts a unique or multiple purpose of processing of the personal data."
5511,US-11368358-B2,Automated machine-learning-based ticket resolution for system recovery ,2018,"A method of automated ticket resolution comprises training and testing feature-specific classifier models using ticket database records. The feature-specific classifier models include machine-learning-based classification models related to features of a ticket system. The method includes training and testing feature-specific solution models using resolved ticket solution database records. The feature-specific classifier models include machine-learning-based solution models related to the features. The method includes receiving a ticket inquiry including a ticket indicative of an issue related to the features, generating a problem statement representative of the issue using the tested classifier models, and communicating the problem statement to the tested solution models. The method includes predicting a solution to the problem statement by using the tested solution models. The solution includes directions to resolve the ticket. The method includes implementing the solution in the system to resolve the issue based on certainty characteristics of the solution and recover a system if required."
5512,DE-112018007754-B4,"Information processing apparatus, information processing system, method and program ",2018,"An information processing apparatus (100) comprising:inspection data receiving means (120) for receiving inspection data from a portable device (200), the inspection data being collected by the portable device (200) in inspection work performed with respect to a diagnosis target;learning means (130 ) for inputting the inspection data collected in the past into a neural network to have the neural network learn a diagnosis as to whether or not the diagnosis target is damaged;diagnosing means (140) for inputting the inspection data received by the inspection data receiving means (120) were obtained into the neural network to diagnose whether or not the diagnosis target is damaged based on an output of the neural network; andinstruction providing means (150) for transmitting an instruction indicating a method of an inspection work to be performed by a worker (50) on the diagnosis target and an instruction indicating a content of an inspection work to be performed by the worker (50) in accordance with a diagnosis result obtained by the diagnosis means (140) that diagnoses the diagnosis target indicates action to be taken to the portable device (200), wherein the inspection data includes sound data of a hitting sound occurring in a hammer test performed by the worker (50), the instruction providing means (150 ) determine whether the strength of hitting the diagnosis target by the worker (50) is appropriate based on the sound data of the hitting sound obtained from the portable device (200), and upon determining that the strength of hitting the diagnosis target is not appropriate , the instruction providing means (150) provides the portable device (200) with an instruction to change the strength of hitting, and informs the worker (50) of the instruction via the portable device (200)."
5513,US-11821299-B2,Automatic interpretation of drilling dynamics data ,2018,"Methods, computing systems, and computer-readable media for interpreting drilling dynamics data are described herein. The method can include receiving drilling dynamics data simulated by a processor or collected by a sensor positioned in a drilling tool. The method can further include extracting a feature map from the drilling dynamics data, and determining that a feature zone from the feature map corresponds to a predetermined dynamic state. The feature zone can be determined using a neural network trained to associate feature zones with dynamic states. Additionally, the method can include selecting a drilling parameter for a drill string based on the feature zone."
5514,US-12069672-B2,"Method for monitoring scheduling information in wireless communication system, and device using method ",2018,"A method for monitoring scheduling information in a wireless communication system, and a device using the method are provided. The method: receives first configuration information about a search space of a first cell and second configuration information about the search space of a second cell; and monitors scheduling information for scheduling the second cell in the search space of the first cell, wherein the number of physical downlink control channel (PDCCH) candidates per aggregation level (AL) to be used in the search space of the first cell is determined on the basis of the second configuration information."
5515,US-11825170-B2,Apparatus and associated methods for presentation of comments ,2018,"An apparatus configured to: receive comment information from a first device associated with audio-visual content for presentation at a second device and a comment time indicative of a time during the audio-visual content; receive timing information from the second device indicative of a time during the audio-visual content that is currently being presented; determine a relevant-comment time; and wherein if the time during the audio-visual content that is currently being presented at the second device is greater than the relevant-comment time, display the comment with the audio-visual content presented at the second device at a delayed time comprising: a) a time during the audio-visual content at which there is a reoccurrence of a first event that occurred in the audio-visual content at the comment time; or b) a time during the audio-visual content at which there is a second event, different to but similar to the first event."
5516,US-11742073-B2,Methods and devices for grading a medical image ,2018,"Method and system for grading a medical image. For example, a system for grading a medical image comprising a grading network configured to provide a grading result corresponding to the medical image based on at least the medical image and/or a list of lesion candidates generated by a lesion identification network."
