row_id,id,title,year,abstract
1,US-7849036-B2,"Method for monitoring a decision-making process when pursuing an objective in economic, technical, and organizational fields ",2000,"A method for controlling a decisional process when pursuing an aim in a specific application domain, such as economic, technical, and organizational fields. In the process, a system of agents is created, including creator cognitive agents of portable knowledge objects and constructor agents of knowledge objects by adding supplementary knowledge elements to the knowledge objects created. The system launches the decisional process by tracking the observation of an abnormality in the actual data of the application domain by the creation of an initial knowledge object representative of an alarm index and causes several decisional paths to be established linked to this object, under different points of view of different agents, each in its domain, and the decision is made following merging of decisional paths."
2,US-6793806-B2,Water distribution amount predicting system ,2000,"Many actual data30, each consisting of a set of an actual water distribution amount obtained in advance from a water management system10and a variable needed for prediction, are loaded and retained as history data52, an input space of a case base54is quantized according to a desired output allowance error, each history data52is set in the quantized input space, and a case representing at least one history data is prepared to generate a case base52. Then a similar case corresponding to a newly input prediction condition40is retrieved from the case base54, and a water distribution amount corresponding to the prediction condition40is estimated from the retrieved similar case."
3,US-7962326-B2,Semantic answering system and method ,2000,"Answering System enables a user to input a query and responds with answers. Server stores an indexed database of a plurality of S-A-O's (subject-action-object). User generates the query that includes query elements (A-O), (S-A), or (S-X-O), or element (S). The server identifies the database element S, O, or A, or elements (A-O) associated with a respective knowledge base S-A-O that includes the query element(s) in response to the server receiving the query and generates a natural language answer S-A-O that includes the identified and the query elements(s) and transmits the answer to the user apparatus that provides an audio or visual response. The server can conduct WWW searches for documents with S-A-O elements that match query element(s) and adds them to the database, thus treating the WWW as an available knowledge base."
4,US-7580876-B1,Sensitivity/elasticity-based asset evaluation and screening ,2000,"Provided is a technique for evaluating an asset, such as a share of stock in a corporation, by processing historical data for value of an asset and historical data values for various exogenous variables to obtain a formula for calculating a measure of a tendency of the value of the asset to change as a result of changes in the data values for the exogenous variables, the formula being a function of the exogenous variables. Projected data values are then obtained for the exogenous variables, and a measure of the tendency of the value of the asset to change based on a change in at least one of the exogenous variables is estimated using the formula and the input projected data values."
5,US-6385531-B2,Distributed system and method for detecting traffic patterns ,2000,"A computer system for determining traffic patterns and congestion and using the determined traffic patterns and congestion to determine an appropriate route using a global positioning system and related route map calculator. A vehicle is provided with an onboard computer system adapted to determine travel time of a vehicle in a road segment and calculate a route based on this information. In addition, this information can be distributed to or otherwise shared with other vehicles and similar information can be received from other vehicles to provide a distributed network for generating and sharing experienced traffic patterns. The information can also be used to predict traffic patterns as well."
6,US-6745172-B1,Expert system adapted data network guidance engine ,2000,"An expert system adapted data network guidance engine. The invention allows an agent to interact with a customer and to provide selection and recommendation of data network products and/or services for the customer. The invention allows for the use of agents of varying skill levels, including relatively low skill level, without suffering deleterious performance. The data network guidance engine is operable to perform generation and selection of configurations that are generated using various heuristics. If desired, numerous iterations are performed within each of the heuristic operations. The data network guidance engine is operable to select recommended configurations from among a number of potential options. In addition, compatible configurations may also be identified. The data network guidance engine is one of the underlying engines within the expert system that allows the agent to provide real time interaction with a customer and to provide a real time recommended solution to that customer."
7,US-6675104-B2,Method for analyzing mass spectra ,2000,"A method that analyzes mass spectra using a digital computer is disclosed. The method includes entering into a digital computer a data set obtained from mass spectra from a plurality of samples. Each sample is, or is to be assigned to a class within a class set having two or more classes and each class is characterized by a different biological status. A classification model is then formed. The classification model discriminates between the classes in the class set."
8,US-6792388-B2,Method and system for monitoring and analyzing a paper manufacturing process ,2000,"A method for monitoring and analyzing a paper manufacturing process, is disclosed in which a large number of quantities (xi, t) are measured from the process, the measured quantities (xi, t) are entered as an input vector ({overscore (X)}, t) into a neural network, which, in response to the input vector, produces an output vector ({overscore (Y)}, t) as a continuous quantity, at least one fingerprint consistent with a good process situation in regard of runnability, i.e. an optimal output vector ({overscore (Y)}o, t) is determined and stored in memory, the stored fingerprints and fingerprints or output vectors obtained in a normal process situation are compared substantially in real time, and based on the comparison, a difference to be presented in a graphic form to the user is determined. Accordingly, a continuous time-dependent scalar quantity k=k(t) to be presented as a result to the user is determined as a geometric distance between the instantaneous measured fingerprint ({overscore (Y)}, t) and the taught fingerprint ({overscore (Y)}o), and the scalar quantity k=k(t) is displayed via a display device to the user."
9,US-7009739-B1,Color to black and white converter ,2000,"A continuously variable screening tool is used to generate a unique texture pattern for every color in a multicolor image. The continuously variable screening tool allows a single colorant version of the image to be generated with less information loss than typically suffered in the multicolor to single color transformation process. The continuously variable screening tool is generated by blending patterns from a set of reference screens. The reference screens are associated with selected reference colors in, for example, a machine independent color space. A calculated screen is generated through a weighted blend of reference screens located near the arbitrary color in the machine independent color space. Typically, the weights depend on the distance the arbitrary color is from each of the reference colors. The screens consist of arrays of threshold values. Each threshold value is associated with a dot position and an image pixel. Where a pixel value exceeds the associated threshold value, provision is made to place a mark in the associated dot position. An image processor operative to carry out the method comprises a continuously variable screening tool generator. An embodiment of the image processor includes a reference screen storage device and a screen blender."
10,US-6724687-B1,"Characterizing oil, gasor geothermal wells, including fractures thereof ",2000,"An excitation event in an oil, gas or geothermal well creates a responsive signal having lower and higher frequency components, which higher frequency component provides information about one or more characteristics of the well. Examples of such characteristics pertaining to a subterranean fracture include: breakdown pressure at fracture initiation, time it takes proppant to reach and to screenout the tip of the fracture, fracture geometry and fracture growth, fracture closure pressure, relative fluid flow through respective perforations, and horsepower requirements to perform a fracture treatment. One excitation event includes creating an excitation signal having a maximum amplitude change occurring within a time t1, which is less than a period t2of the higher frequency component. Wavelet processing may be used to separate or distinguish the higher frequency waveform from the lower frequency waveform. The information can be used to control a process (for example, a fracturing process) applied to the respective well or one or more other wells. In another aspect, an unidentified signature waveform is compared to identified signature waveforms in a neural network computer database to create an identity for the unidentified signature waveform relative to an identified signature waveform in the database. A system to determine a characteristic of an oil, gas or geothermal well is also disclosed."
