row_id,id,title,year,abstract
5001,US-11704548-B2,Multicast network and memory transfer optimizations for neural network hardware acceleration ,2016,"In one embodiment, a system to deterministically transfer partitions of contiguous computer readable data in constant time includes a computer readable memory and a modulo address generator. The computer readable memory is organized into D banks, to contain contiguous data including a plurality of data elements of size M which are constituent data elements of a vector with N data elements, the data elements to start at an offset address O. The modulo address generator is to generate the addresses of the data elements of a vector with i data elements stored in the computer readable memory, the modulo address generator including at least one forward permutaton to permute data elements with addresses of the form O+M*i where 0<=i<N. Other embodiments are described and claimed."
5002,US-10313352-B2,Phishing detection with machine learning ,2016,A system and method for identifying a phishing website is disclosed. Content associated with a website that a user is attempting to access is retrieved and translated into a format that a classifier can process. The classifier is trained to identify phishing attempts for a particular website or family of websites. The classifier processes the website to determine if the website is a phishing website. A scorer can determine the likelihood that the classifier classified the website correctly. If the website is determined to be a phishing website a protection component can deny access to the website. Otherwise the user can be permitted to access the website.
5003,US-9942085-B2,Early warning and recommendation system for the proactive management of wireless broadband networks ,2016,"The present disclosure relates to an early warning and recommendation system for proactive management of a wireless broadband network. Without human intervention, the system processes highly heterogeneous network and non-network data and applies unsupervised machine learning to the data to predict and understand the situations that lead to different network state conditions. More specifically, unsupervised clustering is applied to the data to understand “situations” that can lead to non-normal network state conditions. A deep neural network model of situations is then created to further understand the underlying data relationships between the elements of a situation and network states. The deep neural network model and Reinforcement Learning is used to provide recommendations as to changes in network configuration parameters to improve the state of a predicted situation associated with non-normal network conditions. The system displays warnings and recommendations regarding predicted non-normal network conditions in a user interface for a network operator."
5004,US-10552863-B1,Machine learning approach for causal effect estimation ,2016,"Systems and methods are provided for optimizing campaigns (such as marketing campaigns) based on both short term and long term behaviors of users. A computing system learns an incremental outcome prediction model using training data comprising a marketing campaign log entry of a subject user and another marketing campaign log entry of a corresponding user, which represents a counterfactual outcome for the subject user. A marketing campaign can be selected for another user using the learned model."
5005,US-10198791-B2,Automatic correction of facial sentiment of portrait images ,2016,"Techniques are disclosed for correcting facial sentiment of digital images. Facial data captured in a target image is analyzed to obtain facial-based sentiment. A favored sentiment is determined based at least in part on the facial-based sentiment. The favored sentiment is then applied to at least one face included in the target image that doesn't reflect the favored sentiment. Analyzing facial data may include detecting facial landmarks that are good indicators of sentiment (e.g., eyes, mouth, eyebrows, jawline, and nose). Such landmarks can be processed, with supervised machine learning, to detect the corresponding facial sentiment. A favored sentiment of the target image is thus identified, and can be applied to one or more non-compliant faces in the target image. In some embodiments, the favored sentiment can be further based on a plurality of additional sentiment indicators, including geo data, text, and/or other images associated with the target image."
5006,US-10570717-B2,Controlling operation of a steam-assisted gravity drainage oil well system utilizing continuous and discrete control parameters ,2016,A method for controlling operation of a steam-assisted gravity drainage (SAGD) oil well system to increase efficiency in emulsion production includes obtaining a predictive model of the SAGD oil well system. The predictive model has control parameters including one or more continuous control parameters and one or more discrete control parameters. The method also includes utilizing the predictive model to determine values for the control parameters that meet one or more objectives for the SAGD oil well system subject to one or more constraints based on a sequence of iterations of solving a mixed integer non-linear problem. The method further includes adjusting controls of the SAGD oil well system based on the determined values of the control parameters.
5007,US-11010548-B2,Data analytics system and methods for text data ,2016,"Aspects of the subject disclosure may include, for example, a process that performs a statistical, natural-language processing analysis on a group of text documents to determine a group of topics. The topics are determined according to parameters obtained by training on a sample of documents. One or more topics in a subset of topics are associated to each document, resulting in topic-document pairs. A bias is identified for each topic-document pair, and clusters of topics are created from the subset of topics. Each cluster of topics is determined from a value for each bias of each topic-document pair and from a frequency of occurrence of each topic. Each cluster is presentable according to a corresponding image configuration based on all or a subset of the bias dimensions and the frequency of occurrence of topics in a cluster that distinguishes the cluster from other clusters. Other embodiments are disclosed."
5008,US-10090001-B2,System and method for performing speech enhancement using a neural network-based combined symbol ,2016,"(ii) selecting speech included in the training accelerometer signal and in the training acoustic signal, and (iii) spatially localizing the speech by setting a weight parameter in the neural network based on the selected speech included in the training accelerometer signal and in the training acoustic signal. The neural network that is trained offline is then used to generate a speech reference signal based on an accelerometer signal from the at least one accelerometer and an acoustic signal received from the at least one microphone. Other embodiments are described."
5009,US-10558785-B2,Variable list based caching of patient information for evaluation of patient rules ,2016,"Mechanisms are provided for caching patient information in a variable list and using the variable list to evaluate patient rules. The mechanisms generate a patient registry comprising a plurality of patient registry records, each patient registry record being associated with a corresponding patient and comprising personal and medical information about the corresponding patient. The mechanisms compile at least one variable list for an input variable of one or more clinical rules. The variable list comprises a plurality of instances of personal and medical information from the plurality of sources that are associated with the variable. The mechanisms also process at least one clinical rule in the one or more clinical rules that references the variable as a criteria for evaluating the at least one clinical rule, based on the variable list associated with the variable to determine if the criteria is satisfied by one or more instances."
5010,US-10853571-B2,"Identifying information assignment system, identifying information assignment method, and program therefor ",2016,"An identifying information assignment system includes: a generating portion configured to generate, for a learning result obtained by attaining a predetermined capability through a predetermined learning process by machine learning, identifying information for identifying the predetermined learning process; and an assignment portion configured to assign the generated identifying information to the learning result."
