row_id,id,title,year,abstract
1001,NL-1023793-C2,"Object detection and recognition method for e.g. document analysis, by comparing descriptors for collections of distinguishing points in presented and reference images ",2003,"A collection of separate distinguishing points in the presented image is isolated and a similar collection of points in the reference image (the reference collection), by determining the position in the image for each of these points and assigning a given characteristic type and optionally other given attributes to each point. Further to this. (a) a data structure is assigned to each point in the presented and reference collections to form a presented distinguishing point descriptor and a reference distinguishing point descriptor, each one being determined by the geometric proportions of the points around a given point within the (sub-)collection to which it belongs, preferably by the distances between the given point and a selected number of neighboring points, the data structure optionally including a number of other attributes; (b) comparing the descriptor for each point in the presented (sub-)collection with the descriptors for the points in the reference collection by generating a measurement of the degree of difference between the descriptor for the point in the presented (sub-)collection and the descriptor for the point in the reference collection, and using this difference to decide whether the point in the presented (sub-)collection has a partner point in the reference collection, when a point is found in the reference collection for which the difference is less than or equal to a pre-determined value, or whether the point in the presented (sub-)collection has no partner point in the reference collection, when this condition is not met; (c) determining a new presented sub-collection by removing the points from the presented sub- collection for which no partner points were found, in order to form a new presented sub-collection containing points which have not been removed; (d) optionally repeating steps (b)-(d); (e) comparing the last presented sub-collection with the reference collection to provide an overall measurement of the degree of difference between the presented sub-collection and reference collection; (f) deciding whether the presented sub-collection and reference collection relate to two objects which are identical or share similarities and using this to decide whether the presented image contains an object identical or similar to the reference object; and (g) calculating a value indicating the likelihood of the decision being correct. The distinguishing points are perceptually important ones, e.g. contour points, or points located in image transition regions between areas of different brightness, color or texture, or points which define geometric areas such as the centre of a corner of a region with a substantially constant brightness, color or texture."
1002,US-7389165-B2,"Attitude angle control apparatus, attitude angle control method, attitude angle control apparatus control program, and marine vessel navigation control apparatus ",2003,"An attitude angle control apparatus, an attitude angle control method, and an attitude angle control apparatus control program select an optimum attitude angle in a short period of time without being affected by disturbances at sea by measuring attitude angles and specific fuel consumption during navigation for any combination of a hull and propeller, create a statistical model based on the measured data, and select an optimum attitude angle on the statistical model. A marine vessel navigation control apparatus includes a constant-speed navigation controller and a trim angle controller. The trim angle controller includes an evaluated-value calculation module which calculates evaluated values of the trim angle, a storage medium, a statistical model creation module which creates statistical models using the evaluated values stored in the storage medium as an explained variable, and predetermined information including the trim angle as an explanatory variable, and a target trim angle calculation module which calculates a target trim angle based on the statistical model."
1003,DE-60306884-T2,Tool for non-invasive determination of the quality of a speech signal ,2003,"This invention relates to a non-intrusive speech quality assessment system. The invention provides a method and apparatus for training a quality assessment tool in which a database comprising a plurality of samples, each with an associated mean opinion score, is divided into a plurality of distortion sets of samples according to a distortion criterion; and a distortion specific assessment handler for each distortion set is trained, such that a fit between a distortion specific quality measure generated from a distortion specific plurality of parameters for a sample and the mean opinion score associated with said sample is optimised. The invention also provides a method and apparatus for assessing speech quality in a telecommunications network in which a dominant distortion type is determined for a sample; a distortion specific plurality of parameters are combined to provide a distortion specific quality measure for each sample; and a quality measure is generated in dependence upon the distortion specific quality measure. <IMAGE>"
1004,US-7092974-B2,Digital asset server and asset management system ,2003,"The graphic file management system of the present invention provides users with the ability to control the complexity, flow, and quality (performance, ease of use, and scalability) of managing and usage of graphic files across enterprises. In particular, the system of the present invention allows for automated and dynamic repurposing (maintenance, use and manipulation) of large amounts of digital graphic data or files. The system comprises a server which can manipulate graphic files and establishes links to each graphic file, and a database on which the server stores the links. The server can create other formats of a particular graphic file and allows for amendments to graphic files to be tracked."
1005,US-7846427-B2,Stabilized interferon liquid formulations ,2003,"Stabilized liquid pharmaceutical composition comprising an interferon (IFN) or an isoform, mutein, fused protein, functional derivative, active fraction or salt thereof, wherein said formulation is a solution that comprises a buffer, a cyclodextrin, an isotonicity agent and an anti-oxidant are described here. Preferably the interferon is interferon beta-1a and the cyclodextrin is HPBCD. These formulations are stable at room temperature, thus bringing the advantage of lower costs for formulation storage and increased safety for the patient with respect to possible “errors” during handling. As a matter of fact, having such formulations stable at room temperature reduces the risk of formation of degradation products potentially responsible for adverse events (e.g. immunogenicity)."
1006,US-7007487-B2,Recuperated gas turbine engine system and method employing catalytic combustion ,2003,"A recuperated gas turbine engine system and associated method employing catalytic combustion, wherein the combustor inlet temperature can be controlled to remain above the minimum required catalyst operating temperature at a wide range of operating conditions from full-load to part-load and from hot-day to cold-day conditions. The fuel is passed through the compressor along with the air and a portion of the exhaust gases from the turbine. The recirculated exhaust gas flow rate is controlled to control combustor inlet temperature."
1007,US-8475173-B2,System and method for educating using multimedia interface ,2003,A method of educating using a virtual workstation. The method includes the steps of: providing the virtual workstation; allowing a person to access the virtual workstation to generate multimedia product; and requiring that the person complete at least one educational project to continue accessing the virtual workstation to generate multimedia product.
1008,US-8095356-B2,Method and apparatus for processing natural language using tape-intersection ,2003,"Operations for weighted and non-weighted multi-tape automata are described for use in natural language processing tasks such as morphological analysis, disambiguation, and entity extraction."
1009,ES-2297521-T3,METHOD FOR EVALUATING RHEUMATOID ARTHRITIS BY MEASURING ANTI-PCC AND INTERLEUQUINE 6. ,2003,"The present invention relates to a method aiding in the assessment of rheumatoid arthritis. The method especially is used in assessing the absence or presence of rheumatoid arthritis in vitro. The method is for example practiced by analyzing biochemical markers, comprising measuring in a sample the concentration of anti-CCP and interleukin 6 and correlating the concentrations determined to the absence or presence of rheumatoid arthritis. To further improve the assessment of RA in a method of this invention the level of one or more additional marker may be determined together with anti-CCP and interleukin 6 and be correlated to the absence or presence of RA. The invention also relates to the use of a marker panel comprising anti-CCP and interleukin 6 in the diagnosis of rheumatoid arthritis and it teaches a kit for performing the method of the invention."
1010,ES-2224855-B2,"METHOD OF CHARACTERIZATION OF THE ALPERUJO FOR OPTIMIZATION OF THE EXTRACTION OF OLIVE OIL, AND INSTALLATION FOR THE COMMISSIONING OF THE SAME. ",2003,"Alperujo characterization method for optimization of olive oil extraction. The method consists of taking continuous and real-time sampling of the alperujo at the exit of the decanter, with the collaboration of an endless conveyor (1), which also continuously supplies said sample to a box (2), equipped of means for the pomace to show a homogeneous and compact appearance to a camera (3) for capturing images, specifically to a digital camera, after which in said box (2) an output (4) for the product is established, which return to the main line. The chamber (3) captures certain variables of the surface of the pomace such as number of bubbles, areas, perimeters and circularities, and said parameters are permanently sent to an information processing module in which a computer with PC architecture, of so that through an appropriate information processing software, the appropriate control over the mill process is established, in real time, since the parameters mentioned above are a function of the percentages of oil and water existing in the alperujo."
1011,US-7386505-B1,System and method for automated compliance with loan legislation ,2003,"A computer-based system and method, and a computer readable medium comprising software, for automatically determining whether a financial transaction, such as a mortgage loan must and does comply with relevant legislation. Stored business rules determine whether the financial transaction comply with relevant legislation using phraseology used by the relevant legislation. A knowledge base stores mappings of business rules corresponding to transaction objects representing the financial transaction. An application database includes the terms of the financial transaction and other information necessary to make compliance determinations. A natural language processor generates programming code comprised of programming concepts, which implements the business rules. A rule engine executes the programming code and maps the programming concepts to functions that are associated with a transaction object representing the financial transaction. An application server instantiates a transaction object representing the given financial transaction based on the stored terms of the financial transaction, executes functions are associated with the transaction objects so that the rule engine can make a compliance determination. The application server also outputs findings reports with the compliance determinations, including reasons for the finds that are stored in a reason test database."
1012,US-7435224-B2,Extraction of heart sound of fetus from heart sound information that comprises plurality of mixtures of plurality of heart sounds of plurality of fetuses ,2003,A heart sound analyzer component of an apparatus in one example extracts a heart sound of a fetus from heart sound information that comprises a plurality of mixtures of a plurality of heart sounds of a plurality of fetuses.
1013,US-8209172-B2,"Pattern identification method, apparatus, and program ",2003,"Pattern recognition capable of robust identification for the variance of an input pattern is performed with a low processing cost while the possibility of identification errors is decreased. In a pattern recognition apparatus which identifies the pattern of input data from a data input unit (11) by using a hierarchical feature extraction processor (12) which hierarchically extracts features, an extraction result distribution analyzer (13) analyzes a distribution of at least one feature extraction result obtained by a primary feature extraction processor (121). On the basis of the analytical result, a secondary feature extraction processor (122) performs predetermined secondary feature extraction."
1014,US-9396304-B2,Computer systems for annotation of single molecule fragments ,2003,There are provided computer systems for visualizing and annotating single molecule images. Annotation systems in accordance with this disclosure allow a user to mark and annotate single molecules of interest and their restriction enzyme cut sites thereby determining the restriction fragments of single nucleic acid molecules. The markings and annotations may be automatically generated by the system in certain embodiments and they may be overlaid translucently onto the single molecule images. An image caching system may be implemented in the computer annotation systems to reduce image processing time. The annotation systems include one or more connectors connecting to one or more databases capable of storing single molecule data as well as other biomedical data. Such diverse array of data can be retrieved and used to validate the markings and annotations. The annotation systems may be implemented and deployed over a computer network. They may be ergonomically optimized to facilitate user interactions.
1015,US-7114718-B2,Smart table card hand identification method and apparatus ,2003,"A method and apparatus determines an identity of at least each card in a card hand at a casino table card game. The method is performed automatically by a computer-based system that reads the rank and suit of each card that leaves a dealing shoe and then uses a smart discard tray that reads the discards as they are taken from the table. It is optional and preferred to provide a signal to the computer of the presence of at least one card in the dealer's hand. Additional cards are dealt to hands. Exhausted hands are removed from the table and placed into a discard rack. Each card in each exhausted hand is read when placed in the discard rack to determine rank and suit of each placed card, and the computer reconciles cards placed in the discard rack with cards that left the dealing shoe."
1016,US-7720993-B2,Information driven routing in ad hoc sensor networks ,2003,"A sensor network routing is formulated as a joint optimization problem taking into account routing cost and information aggregation. Information gain is used explicitly to optimize the routing path. The optimization approach involves a shortest path algorithm in a modified network graph. A method is provided that routes queries from an arbitrary entry point to high activity network sensor regions using inputs from sensor nodes along the path to refine the message. The multiple step look-ahead approach provides deadlock avoidance and routing around sensor network holes. For point-to-point query routing, a method based on real-time A* (RTA*) search is provided to find a path which takes detours efficiently to maximize information aggregation. Future information expected to be gained along the path from an arbitrary node to an exit node may be estimated to allow the selection of a successor sensor node."
