row_id,id,title,year,abstract
1501,US-8263342-B2,Urinary proteomic biomarker patterns in preeclampsia ,2005,"The invention relates, in part, to methods of using proteomic biomarkers to diagnose preeclampsia. In some aspects the invention, in part, relates to the detection of serpina-1 polypeptide and/or albumin polypeptide in samples from pregnant subjects. Samples from subjects may be compared to control samples to diagnose preeclampsia and/or to determine the onset, progression, or regression of preeclampsia in a subject. The invention also relates, in part, to screening methods to identify agents that can be used to treat preeclampsia and to determine the efficacy of a preeclampsia treatment. The invention, in part, also includes kits that are useful to diagnose and assess preeclampsia in a subject."
1502,US-9987439-B2,"Insufflating system, method, and computer program product for controlling the supply of a distending media to an endoscopic device ",2005,"The present invention is directed to a system, method, and computer program product for controlling the supply of a distending media (such as an insufflating gas) from a distending media source to an endoscopic device so as to prevent the excess venting and/or waste of distending media. More specifically, the present invention provides for the detection of a pressure level within a lumen of an endoscopic device and adjusts a supply parameter of the distending media based at least in part on the detected pressure level, and in some cases, on the relationship between the detected pressure level and a user-defined threshold."
1503,BE-1017073-A3,Method of radiation controlled materials by artificial intelligence. ,2005,"The method involves determining non-linear hysteresis or linear curve of temperature elevation to a material and/or radiated materials by an artificial intelligence. Microwave or high frequency radiations are managed with respect to limited points of the hysteresis curve or linear curve by the artificial intelligence. The radiations are active and combined with a heating method, where the radiations have a frequency between one hundred to three thousand hertz."
1504,US-9683261-B2,"Standardized mixtures for assessing amounts of target nucleic acids in a sample, and kits therefore ",2005,"Described herein are compositions for evaluating nucleic acids, standardized mixture for assessing amounts of at least one target nucleic acid in a sample, and kits comprising the same."
1505,US-7970584-B2,"Performance abnormality analysis apparatus, method, and program, and analysis result display method for performance abnormality analysis apparatus ",2005,"In determining a condition of a case under which the occurrence rate of the performance abnormality is high based on information related to a resource utilization situation acquired in a resource utilization situation acquisition step and an occurrence frequency of a request acquired in a request occurrence frequency acquisition step, and information related to the existence/nonexistence of the performance abnormality determined in a performance abnormality existence/nonexistence determination step, when branching a parent node that represents a situation of a decision tree to two child nodes using the method of decision tree, the decision tree is generated using an evaluation function which performs branching such that most of normal samples which belong to the parent node are contained in the one child node, and most of abnormal values which belong to the parent node are contained in the other child node."
1506,US-7747844-B2,Acquiring instruction addresses associated with performance monitoring events ,2005,"Systems, methodologies, media, and other embodiments associated with acquiring instruction addresses associated with performance monitoring events are described. One exemplary system embodiment includes logic for recording instruction and state data associated with events countable by performance monitoring logic associated with a pipelined processor. The exemplary system embodiment may also include logic for traversing the instruction and state data on a cycle count basis. The exemplary system may also include logic for traversing the instruction and state data on a retirement count basis."
1507,US-7344251-B2,Mental alertness level determination ,2005,"A method for determining mental alertness level by monitoring point of gaze, pupillary movement, pupillary response, and other parameters in a subject performing a task, collecting the data in a database, analyzing the data in the database, and assigning the subject to a score indicating the subject's particular mental alertness level in real time."
1508,US-8036443-B2,Image processing method and image processor ,2005,"An image processor executes an image processing under an appropriate condition. The image possessor comprises an important area detecting section (120) for detecting a bone portion or soft portion as an important area included in an X-ray image, a weight image creating section (130) for creating a weight image for imparting a predetermined weight to the pixels of the important area, histogram computing section (140) for multiplying the weight of the weight image by the pixel value of the X-ray image and computing a weighted histogram from the results of the multiplication, evaluating section (150) for evaluating the weighted histogram with a predetermined evaluation function and computing a shift value at which the evaluation result takes on a maximum value, image processing condition determining section (160) for so determining an image processing condition so as to obtain a predetermined processing result from the pixel value of the X-ray image corresponding to the maximum value of the evaluation function for obtaining a shift value, and image processing section (170) for executing an image processing under the image processing condition."
1509,US-7895137-B2,Rules generation for IT resource event situation classification ,2005,"A computer processing device receives computer readable data to derive computer executable rules for mining and constructing situation categories. The received data is transformed into a predetermined standard format if the received data is not already in the predetermined standard format. The predetermined standard formatted data is parsed, and an outer, iterative loop is performed until at least one predetermined stopping criterion is met. An inner iterative loop is performed within the outer iterative loop until all desired subsets of data are processed. During the inner iterative loop, selected subsets of data are labeled with labels associated with corresponding previously labeled subsets of data. New computer executable rules are generated for mining and constructing situation categories from the labeled subsets of data. Keyword list classifiers are transformed using the stored labeled subsets of data."
1510,US-7640160-B2,Systems and methods for responding to natural language speech utterance ,2005,"Systems and methods are provided for receiving speech and non-speech communications of natural language questions and/or commands, transcribing the speech and non-speech communications to textual messages, and executing the questions and/or commands. The invention applies context, prior information, domain knowledge, and user specific profile data to achieve a natural environment for one or more users presenting questions or commands across multiple domains. The systems and methods creates, stores and uses extensive personal profile information for each user, thereby improving the reliability of determining the context of the speech and non-speech communications and presenting the expected results for a particular question or command."
1511,US-7262414-B1,Thermal luminescence surface contamination detection system ,2005,"A Thermal Luminescent (TL) spectroscopy system and method for remote sensing and detection of surface chemical contamination involves irradiation of a target surface with energy from a near infrared pump beam, and measurement of TL liberated by that surface within a middle infrared (MIR) region. Fundamental molecular vibration modes of target contaminants present are briefly activated after the surface has been driven out of thermal equilibrium. An emissivity contrast between strata and target contaminant develops, peaks, and then subsides during a finite thermal window of detection opportunity in which detection of fingerprint identifiers for target contaminants is most probable. Target contaminant identification employs neural network models trained and tested against known molecular absorption frequencies of target contaminants. The use of a pump beam that radiates energy outside the MIR spectra of received TL reduces possible interference with the very weak MIR signals given off by target contaminants."
1512,US-8175889-B1,Systems and methods for tracking changes of address based on service disconnect/connect data ,2005,"A computer-implemented system for updating mailing address or other contact information using service disconnect and connect information, such as for telephone, utility, or other service, is described. Electronic information about service disconnect requests and service connection requests is received and compared to identify requests that are linked to the same individual, household, or other entity. A confidence assessment module may produce an indicator, such as a score, of a confidence level in a correct matching of a disconnect and a connect request, based at least in part on similarity of names or other account information, proximity of addresses, and proximity of effective dates associated with potentially matching service connect and disconnect requests. In some embodiments, service disconnect and connect records from a plurality of services are used."
1513,ES-2313681-T3,AUTOMATIC PIPETEO DEVICE THAT ALLOWS TO BE SURE OF THE TRACEABILITY OF THE ANALYSIS CARRIED OUT. ,2005,"The present invention relates to a device for automatic pipetting of a liquid specimen, essentially comprising: a) at least one means for sampling-dispensing the liquid specimen; b) at least one compartment for receiving the liquid specimen, intended to receive all or part of the liquid specimen sampled by said sampling-dispensing means; c) at least one data acquisition means; d) at least one data processing means integrated within said pipetting device and/or delocalized, able to process the data acquired by the data acquisition means; e) at least one means for communication between the pipetting device and a data retrieval device, said communication means being able to transfer the data between said data acquisition means and said data processing means, when the latter is delocalized; and f) at least one power supply means; the data acquisition means being a means for identifying the liquid specimen and/or the container or containers intended to receive all or part of said liquid specimen."
1514,US-7921066-B2,Characterizing and predicting agents via multi-agent evolution ,2005,"A method of predicting the behavior of software agents in a simulated environment involves modeling a plurality of software agents representing entities to be analyzed, which may be human beings. Using a set of parameters that governs the behavior of the agents, the internal state of at least one of the agents is estimated by its behavior in the simulation, including its movement within the environment. This facilitates a prediction of the likely future behavior of the agent based solely upon its internal state; that is, without recourse to any intentional agent communications. In the preferred embodiment the simulated environment is based upon a digital pheromone infrastructure. The simulation integrates knowledge of threat regions, a cognitive analysis of the agent's beliefs, desires, and intentions, a model of the agent's emotional disposition and state, and the dynamics of interactions with the environment. By evolving agents in this rich environment, we can fit their internal state to their observed behavior. In realistic wargame scenarios, the system successfully detects deliberately played emotions and makes reasonable predictions about the entities' future behavior."
1515,US-7613569-B2,Crash prediction network with visual input for vehicle ,2005,"A method for facilitating the avoidance of a vehicle collision with an object includes the following steps: a) providing an environment for generating training examples, b) evolving a good driver using a visual input, c) evolving a crash predictor using a visual input, and d) outputting a warning signal."
1516,US-7546295-B2,Method and apparatus for determining expertise based upon observed usage patterns ,2005,"The invention comprises a set of complementary techniques that dramatically improve enterprise search and navigation results. The core of the invention is an expertise or knowledge index, called UseRank that tracks the behavior of website visitors. The expertise-index is designed to focus on the four key discoveries of enterprise attributes: Subject Authority, Work Patterns, Content Freshness, and Group Know-how. The invention produces useful, timely, cross-application, expertise-based search and navigation results. In contrast, traditional Information Retrieval technologies such as inverted index, NLP, or taxonomy tackle the same problem with an opposite set of attributes than what the enterprise needs: Content Population, Word Patterns, Content Existence, and Statistical Trends. Overall, the invention emcompasses Baynote Search—a enhancement over existing IR searches, Baynote Guide—a set of community-driven navigations, and Baynote Insights—aggregated views of visitor interests and trends and content gaps."
1517,US-7991778-B2,Triggering actions with captured input in a mixed media environment ,2005,"A Mixed Media Reality (MMR) system and associated techniques provide mechanisms for forming a mixed media document that includes media of at least two types (e.g., printed paper as a first medium and digital content and/or web link as a second medium). The MMR system includes an action processor and methods, and an MMR document with having an associated action. The MMR document specifies different actions for different MMR documents, and creates any number of MMR documents for a particular location on any media, thereby allowing the MMR architecture to serve as a universal trigger or initiator for additional processing. The action processor receives the output of the MMR recognition process which yields an MMR document including at least one action. The action processor executes that action which includes various commands to the MMR system or other systems coupled to the MMR system. The MMR system architecture can perform action such as retrieving the electronic form of the document to the capture device, retrieving the specification for the action, inserting data to a MMR document, transferring data between documents, purchasing items, authoring actions or reviewing historical information about actions."
1518,US-7469827-B2,Vehicle information systems and methods ,2005,"In some of the embodiments described herein, a vehicle information system may be used to generate route map information, schedule information, estimated time of arrival information, or the like based upon location information received from passenger-carried or cargo-carried wireless devices, such as passengers' cellular phones. In such circumstances, a remote device (e.g., a display device at a vehicle station, a network-connected personal computer, or a cellular phone of a person who might board a mass transit vehicle) may access the route map information, schedule information, and other information related to one or more mass transit vehicles."
