row_id,id,title,year,abstract
501,US-7312891-B2,Image processing method and apparatus ,2001,"When a color reproduction model of a device is generated, colorimetry of a 9×9×9 grid, for example, is performed utilizing equidistant signal values in the color space of the device. Generally, if the number of grid points is increased, the precision with which the color reproduction model is estimated rises but the time needed for measurement is prolonged because the number of colorimetric measurements is also increased. Accordingly, in a printer system comprising a pre-color-processing table for performing color matching and a post-color-processing table for performing color separation, color patches set non-equidistantly in RGB device color space are printed in accordance with changeover of printer CMYKcm signals in the post-color-processing table and the color reproduction model of the printer is generated using data obtained by measuring the colors of the color patches."
502,US-7251696-B1,System and methods enabling a mix of human and automated initiatives in the control of communication policies ,2001,"A system and method for identifying communication channels and appropriate timing of communications that facilitate enhancing or maximizing the utility of a communication between communicating parties, based on the participants' preferences and capabilities is provided. The system and method implement policies for facilitating optimal communications between communicating parties based on deterministic and/or uncertain preferences, capabilities and context, both present and predicted, where a decision to employ an initially selected channel and timing of communication may be overridden by contactor or contactee based on user-configurable triggers. The system and method further provide for mixed/multi-initiative overriding of the identified optimal communication channel and indicated best time for a communication. The methods can be implemented on a widescale communication system or within a single portable device. In one approach, the system attempts to optimize the inferred or directly accessed preferences of a contactee given the accessed or inferred preferences, capabilities and goals of the contactor while keeping the rationale and context of the contactee private. Such optimization can be achieved using preferences and policies concerning handling the attempted contact based on a deterministic specification or through inferring context, content and task under uncertainty by employing probabilistic or decision-theoretic inferences to attempt to maximize the expected utility of the communication to the contactee."
503,US-6913466-B2,System and methods for training a trainee to classify fundamental properties of media entities ,2001,"A system and methods are provided for training a trainee to analyze media, such as music, in order to recognize and assess the fundamental properties of any piece of media, such as a song or a segment of a song. The process includes an initial tutorial and a double grooving process. The tutorial phase exposes the trainee to a canonical set of classifications and then exposes the trainee to certain definitive song examples for each classification level of fundamental properties. The double grooving phase leverages the skills of the experts that defined the canonical set of classification terms to ensure that new listeners, even though exposed to the tutorial, appropriately recognize all fundamental musical properties. Thus, for specific song examples, a new listener matches results with the system experts within a degree of tolerance. When a high enough degree of cross-listening consensus is reached, the new listener becomes a groover and can classify new songs or segments of songs."
504,US-8944904-B2,Method and apparatus for card handling device calibration ,2001,"A device for automatically calibrating for card size and thickness during card handling is disclosed. The device includes a card receiving area, a card stacking area and a card moving system for moving cards from the card receiving area to the card stacking area. An elevator located in the card stacking area has a movable platform for moving a stack of cards. At least one sensor senses at least one of position of the platform, height of the platform, position of a card in the elevator, height of a card or cards in the elevator, pressure applied to a card in the elevator, presence of the platform at a predetermined height, presence of the platform at a predetermined position, presence of card(s) on the platform, and absence of card(s) on the platform. A method for calibrating a card handling device during shuffling is also disclosed."
505,US-6805957-B1,"Camouflage U.S. Marine corps utility uniform: pattern, fabric, and design ",2001,"A disruptive camouflage pattern system to be used for both military and civilian applications. The system includes specialized techniques for printing the camouflage pattern system unto fabric. The system provides camouflage in both the human visible light and the near infrared range. The system depends on macro pattern resulting from a repeat of a micro pattern. The coloring used includes at least four colorings from dyes that in combination produce a percent reflectance value comparable to that of the negative space of the camouflaged subject's surroundings. The system functions by a macro pattern being disruptive of the subject's shape and a micro pattern having sharp edge units of a size capable of blending the subject into its background. The relative lightness values and percentages of total pattern, wet or dry, are sufficient to produce a percent reflectance of acceptable colors, in terms of lightness values unlike current four-color camouflage."
506,US-7068821-B2,Information processing method and apparatus ,2001,"An input coordinate sequence is acquired by sampling a handwritten input pattern at predetermined intervals, and a pattern expressed by this input coordinate sequence is approximated by coupling a plurality of line segments to attain line segment conversion. Adjacent angle data φ[i] is generated based on the directions of the respective line segments. At this time, the segment line length along line segments of all the line segments is divided by a predetermined value at equal intervals, and the angles obtained from the directions of the line segments at respective division positions are defined as φ[i]. This φ[i] is compared with a standard pattern (adjacent angle distribution data) prepared in advance to obtain a matching level. In this way, more accurate pattern matching for a handwritten input, which is approximately invariant to affine transformation and can reduce the influence of discretization errors can be implemented."
507,US-7440946-B2,Method and system for finding similar records in mixed free-text and structured data ,2001,"A technique for data mining where the available data contains both structured as well as unstructured (free-text) data. The present invention combines together the information available from different types of data to provide a single similarity score indicating the degree of similarity between records. Thus, a data evaluation application selects two records from a database and compares corresponding fields from the two records. The application determines whether to apply a nominal matching process, an ordinal matching process, or a vector-space matching process depending on the type of data in each pair of corresponding fields. The application sums the matching scores for all the fields in the records to compute the similarity score."
508,US-6347762-B1,Multispectral-hyperspectral sensing system ,2001,"The Multispectral-Hyperspectral Sensing System (MHSS) comprises a control center, a surveillance platform and at least one weapon battery with known sensing and destroying capabilities. The control center has access to pre-existing information relating to the target scene and potential targets, although not necessarily current, as well as the capabilities and limitations of the available weapons. This pre-existing information is communicated to the surveillance platform to be used in collecting hyperspectral/multispectral image data of the target scenery and to derive from the collected image data the relevant current target data subset. The derived data subset is then down-linked to the control center, which performs further processing to make it useful to the selected weapon. The weapon receives the target signature update from the control center and, in response, performs a significantly more precise strike at the selected target than based just on the a priori knowledge base."
509,US-7457735-B2,Method and system for automatic water distribution model calibration ,2001,"A water distribution model calibration technique is provided that allows a user to design a calibration model by selecting several input parameters desired to be used for the calibration of a model that allows an engineer to collect a complete set of data to represent the overall system conditions at any given time of day. For example, several parameters may be chosen including link status, the pipe roughness coefficient, junction demand, and pipe and valve operational status. Trial solutions of the model calibration are generated by a genetic algorithm program. A hydraulic network solver program then simulates each trial solution. A calibration module runs a calibration evaluation program to evaluate how closely the model simulation is to the observed data."
510,US-6724028-B2,Matrix-addressable array of integrated transistor/memory structures ,2001,"In an array of integrated transistor/memory structures the array includes one or more layers of semiconducting material, two or more electrode layers, and memory material contacting electrodes in the latter. At least one layer of a semiconducting material and two electrode layers form transistor structures such that the electrodes of the first electrode layer forms source/drain electrode pairs and those of a second electrode layer form the gate electrodes thereof. The source and drain electrodes of a single transistor/memory structure are separated by a narrow recess extending down to the semiconducting layer wherein the transistor channel is provided beneath the recess and with extremely small width, while the source and drain regions are provided beneath the respective source and drain electrodes on either side of the transistor channel. Memory material is provided in the recess and contacts the electrodes of the transistor."
511,US-7088666-B2,High density optical disk having capacity of 25GB ,2001,"A high density disc having a data area which is set such that compatibility is secured in the same drive while maintaining a superior recording/reproducing feature, is disclosed.The high density disc has a center hole, a clamping area, a data area where user data is recorded, a lead in area located at the inner side of the data area, and a lead out area located at the outer side of the data area. In the high density disc in which the diameter of the center hole is 10 mm or more, the inner diameter of the clamping area is characteristically within a range of 20–26 mm. Also, the inner diameter of the data area is characteristically within a range of 35–40 mm.Therefore, while a conventional disc drive is still used, the size of the high density disc decreases and a recording capacity can be increased."
512,DE-60213777-T2,DEVICE AND METHOD FOR THE OPTICAL RECORDING OF THE MOVEMENT OF OBJECTS ,2001,"Optical sensing systems and methods for detecting target characteristics are disclosed. An optical sensing system can detect target motion within a known environment. A laser source, such as a vertical cavity surface emitting laser, has at least two laser signal emission apertures. At least one detector is operationally responsive to laser signals. A motion analysis module cooperates with a microprocessor to determine motion characteristics of an objected detected within said environment. A laser source emits at least two laser signals into an environment occupied by a target, said at least one detector detects changes in said at least two laser signals after said signals pass through said environment and interfere with a detected object, and said microprocessor determines target characteristics based on said signals received by said detector and input from said motion analysis module, at least one detector, which is operationally responsive to the laser source. The system can also include a microprocessor that is operationally coupled to the detector(s) for processing signal data, a memory accessible by the microprocessor for storing target characteristics (e.g., unique signals), and a software module accessible by the microprocessor for enabling system training and detection operations."
